Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Blue Lamp
appliedenergistics2:facade:0, Cable Facade - Blue Lamp
appliedenergistics2:facade:0, Cable Facade - Blue Lamp
appliedenergistics2:facade:0, Cable Facade - Brown Lamp
appliedenergistics2:facade:0, Cable Facade - Brown Lamp
appliedenergistics2:facade:0, Cable Facade - Brown Lamp
appliedenergistics2:facade:0, Cable Facade - Brown Lamp
appliedenergistics2:facade:0, Cable Facade - Brown Lamp
appliedenergistics2:facade:0, Cable Facade - Brown Lamp
appliedenergistics2:facade:0, Cable Facade - Brown Lamp
appliedenergistics2:facade:0, Cable Facade - Brown Lamp
appliedenergistics2:facade:0, Cable Facade - Green Lamp
appliedenergistics2:facade:0, Cable Facade - Green Lamp
appliedenergistics2:facade:0, Cable Facade - Green Lamp
appliedenergistics2:facade:0, Cable Facade - Green Lamp
appliedenergistics2:facade:0, Cable Facade - Green Lamp
appliedenergistics2:facade:0, Cable Facade - Green Lamp
appliedenergistics2:facade:0, Cable Facade - Green Lamp
appliedenergistics2:facade:0, Cable Facade - Green Lamp
appliedenergistics2:facade:0, Cable Facade - Red Lamp
appliedenergistics2:facade:0, Cable Facade - Red Lamp
appliedenergistics2:facade:0, Cable Facade - Red Lamp
appliedenergistics2:facade:0, Cable Facade - Red Lamp
appliedenergistics2:facade:0, Cable Facade - Red Lamp
appliedenergistics2:facade:0, Cable Facade - Red Lamp
appliedenergistics2:facade:0, Cable Facade - Red Lamp
appliedenergistics2:facade:0, Cable Facade - Red Lamp
appliedenergistics2:facade:0, Cable Facade - Black Lamp
appliedenergistics2:facade:0, Cable Facade - Black Lamp
appliedenergistics2:facade:0, Cable Facade - Black Lamp
appliedenergistics2:facade:0, Cable Facade - Black Lamp
appliedenergistics2:facade:0, Cable Facade - Black Lamp
appliedenergistics2:facade:0, Cable Facade - Black Lamp
appliedenergistics2:facade:0, Cable Facade - Black Lamp
appliedenergistics2:facade:0, Cable Facade - Black Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless White Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless White Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless White Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless White Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless White Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless White Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless White Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless White Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Orange Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Orange Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Orange Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Orange Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Orange Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Orange Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Orange Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Orange Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Magenta Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Magenta Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Magenta Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Magenta Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Magenta Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Magenta Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Magenta Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Magenta Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Light Blue Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Light Blue Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Light Blue Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Light Blue Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Light Blue Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Light Blue Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Light Blue Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Light Blue Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Yellow Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Yellow Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Yellow Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Yellow Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Yellow Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Yellow Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Yellow Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Yellow Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Lime Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Lime Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Lime Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Lime Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Lime Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Lime Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Lime Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Lime Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Pink Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Pink Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Pink Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Pink Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Pink Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Pink Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Pink Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Pink Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Gray Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Gray Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Gray Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Gray Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Gray Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Gray Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Gray Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Gray Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Light Gray Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Light Gray Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Light Gray Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Light Gray Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Light Gray Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Light Gray Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Light Gray Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Light Gray Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Cyan Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Cyan Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Cyan Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Cyan Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Cyan Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Cyan Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Cyan Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Cyan Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Purple Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Purple Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Purple Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Purple Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Purple Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Purple Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Purple Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Purple Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Blue Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Blue Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Blue Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Blue Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Blue Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Blue Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Blue Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Blue Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Brown Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Brown Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Brown Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Brown Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Brown Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Brown Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Brown Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Brown Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Green Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Green Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Green Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Green Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Green Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Green Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Green Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Green Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Red Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Red Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Red Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Red Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Red Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Red Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Red Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Red Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Black Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Black Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Black Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Black Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Black Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Black Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Black Lamp
appliedenergistics2:facade:0, Cable Facade - Borderless Black Lamp
appliedenergistics2:facade:0, Cable Facade - Block of Aluminium
appliedenergistics2:facade:0, Cable Facade - Block of Americium
appliedenergistics2:facade:0, Cable Facade - Block of Antimony
appliedenergistics2:facade:0, Cable Facade - Block of Beryllium
appliedenergistics2:facade:0, Cable Facade - Block of Bismuth
appliedenergistics2:facade:0, Cable Facade - Block of Chrome
appliedenergistics2:facade:0, Cable Facade - Block of Cobalt
appliedenergistics2:facade:0, Cable Facade - Block of Copper
appliedenergistics2:facade:0, Cable Facade - Block of Darmstadtium
appliedenergistics2:facade:0, Cable Facade - Block of Europium
appliedenergistics2:facade:0, Cable Facade - Block of Gallium
appliedenergistics2:facade:0, Cable Facade - Block of Indium
appliedenergistics2:facade:0, Cable Facade - Block of Iridium
appliedenergistics2:facade:0, Cable Facade - Block of Lead
appliedenergistics2:facade:0, Cable Facade - Block of Manganese
appliedenergistics2:facade:0, Cable Facade - Block of Molybdenum
appliedenergistics2:facade:0, Cable Facade - Block of Neodymium
appliedenergistics2:facade:0, Cable Facade - Block of Nickel
appliedenergistics2:facade:0, Cable Facade - Block of Niobium
appliedenergistics2:facade:0, Cable Facade - Block of Osmium
appliedenergistics2:facade:0, Cable Facade - Block of Palladium
appliedenergistics2:facade:0, Cable Facade - Block of Platinum
appliedenergistics2:facade:0, Cable Facade - Block of Plutonium 239
appliedenergistics2:facade:0, Cable Facade - Block of Plutonium 241
appliedenergistics2:facade:0, Cable Facade - Block of Rhodium
appliedenergistics2:facade:0, Cable Facade - Block of Ruthenium
appliedenergistics2:facade:0, Cable Facade - Block of Samarium
appliedenergistics2:facade:0, Cable Facade - Block of Silicon
appliedenergistics2:facade:0, Cable Facade - Block of Silver
appliedenergistics2:facade:0, Cable Facade - Block of Tantalum
appliedenergistics2:facade:0, Cable Facade - Block of Thorium
appliedenergistics2:facade:0, Cable Facade - Block of Tin
appliedenergistics2:facade:0, Cable Facade - Block of Titanium
appliedenergistics2:facade:0, Cable Facade - Block of Tungsten
appliedenergistics2:facade:0, Cable Facade - Block of Uranium 238
appliedenergistics2:facade:0, Cable Facade - Block of Uranium 235
appliedenergistics2:facade:0, Cable Facade - Block of Vanadium
appliedenergistics2:facade:0, Cable Facade - Block of Yttrium
appliedenergistics2:facade:0, Cable Facade - Block of Zinc
appliedenergistics2:facade:0, Cable Facade - Block of Naquadah
appliedenergistics2:facade:0, Cable Facade - Block of Enriched Naquadah
appliedenergistics2:facade:0, Cable Facade - Block of Naquadria
appliedenergistics2:facade:0, Cable Facade - Block of Neutronium
appliedenergistics2:facade:0, Cable Facade - Block of Tritanium
appliedenergistics2:facade:0, Cable Facade - Block of Duranium
appliedenergistics2:facade:0, Cable Facade - Block of Trinium
appliedenergistics2:facade:0, Cable Facade - Block of Certus Quartz
appliedenergistics2:facade:0, Cable Facade - Block of Almandine
appliedenergistics2:facade:0, Cable Facade - Block of Andradite
appliedenergistics2:facade:0, Cable Facade - Block of Annealed Copper
appliedenergistics2:facade:0, Cable Facade - Block of Battery Alloy
appliedenergistics2:facade:0, Cable Facade - Block of Blue Topaz
appliedenergistics2:facade:0, Cable Facade - Block of Brass
appliedenergistics2:facade:0, Cable Facade - Block of Bronze
appliedenergistics2:facade:0, Cable Facade - Block of Charcoal
appliedenergistics2:facade:0, Cable Facade - Block of Cupronickel
appliedenergistics2:facade:0, Cable Facade - Block of Electrum
appliedenergistics2:facade:0, Cable Facade - Block of Green Sapphire
appliedenergistics2:facade:0, Cable Facade - Block of Grossular
appliedenergistics2:facade:0, Cable Facade - Block of Rutile
appliedenergistics2:facade:0, Cable Facade - Block of Invar
appliedenergistics2:facade:0, Cable Facade - Block of Kanthal
appliedenergistics2:facade:0, Cable Facade - Block of Lazurite
appliedenergistics2:facade:0, Cable Facade - Block of Magnalium
appliedenergistics2:facade:0, Cable Facade - Block of Nichrome
appliedenergistics2:facade:0, Cable Facade - Block of Niobium Nitride
appliedenergistics2:facade:0, Cable Facade - Block of Niobium-Titanium
appliedenergistics2:facade:0, Cable Facade - Block of Sterling Silver
appliedenergistics2:facade:0, Cable Facade - Block of Rose Gold
appliedenergistics2:facade:0, Cable Facade - Block of Black Bronze
appliedenergistics2:facade:0, Cable Facade - Block of Bismuth Bronze
appliedenergistics2:facade:0, Cable Facade - Block of Pyrope
appliedenergistics2:facade:0, Cable Facade - Block of Rock Salt
appliedenergistics2:facade:0, Cable Facade - Block of Ruridit
appliedenergistics2:facade:0, Cable Facade - Block of Ruby
appliedenergistics2:facade:0, Cable Facade - Block of Salt
appliedenergistics2:facade:0, Cable Facade - Block of Sapphire
appliedenergistics2:facade:0, Cable Facade - Block of Sodalite
appliedenergistics2:facade:0, Cable Facade - Block of Coke
appliedenergistics2:facade:0, Cable Facade - Block of Soldering Alloy
appliedenergistics2:facade:0, Cable Facade - Block of Spessartine
appliedenergistics2:facade:0, Cable Facade - Block of Stainless Steel
appliedenergistics2:facade:0, Cable Facade - Block of Steel
appliedenergistics2:facade:0, Cable Facade - Block of Tin Alloy
appliedenergistics2:facade:0, Cable Facade - Block of Topaz
appliedenergistics2:facade:0, Cable Facade - Block of Ultimet
appliedenergistics2:facade:0, Cable Facade - Block of Uvarovite
appliedenergistics2:facade:0, Cable Facade - Block of Vanadium-Gallium
appliedenergistics2:facade:0, Cable Facade - Block of Wrought Iron
appliedenergistics2:facade:0, Cable Facade - Block of Yttrium Barium Cuprate
appliedenergistics2:facade:0, Cable Facade - Block of Quartzite
appliedenergistics2:facade:0, Cable Facade - Block of Osmiridium
